judge,arm,item,short,group,target_iter,n,base,target,gain,gain_ci_lo,gain_ci_hi,gain_dz,gain_p
claude-haiku-4-5,PTO_LA0,4,knew how I was feeling,Empathy/understanding,10,96,1.9166666666666667,2.90625,0.9895833333333334,0.8333333333333334,1.1458333333333333,1.2776633407828644,3.1071466254920334e-14
claude-haiku-4-5,PTO_LA0,5,understood me,Empathy/understanding,10,96,2.0,2.9583333333333335,0.9583333333333334,0.7708333333333334,1.15625,0.9642725963251693,3.43972706089509e-11
claude-haiku-4-5,PTO_LA0,6,put himself in my shoes,Empathy/understanding,10,96,1.8645833333333333,2.90625,1.0416666666666667,0.8958333333333334,1.1979166666666667,1.3587632472911,7.065002174941343e-15
claude-haiku-4-5,PTO_LA0,7,comfortable talking,Fluency/ease,10,96,2.0208333333333335,3.1458333333333335,1.125,0.9166666666666666,1.3333333333333333,1.0726454129012912,1.5940994392090041e-12
claude-haiku-4-5,PTO_LA0,8,relaxed and secure,Fluency/ease,10,96,1.875,3.0208333333333335,1.1458333333333333,0.9583333333333334,1.3333333333333333,1.218853055493167,5.710275174662328e-14
claude-haiku-4-5,PTO_LA0,9,took charge,Direction/control,10,96,1.5833333333333333,2.4375,0.8541666666666666,0.6875,1.0104166666666667,1.0410122808818332,2.7103477846965722e-12
claude-haiku-4-5,PTO_LA0,10,said when happy/sad,Self-disclosure,10,96,1.21875,3.0,1.78125,1.5729166666666667,1.9898437499999986,1.6523036051252096,8.484404256349545e-16
claude-haiku-4-5,PTO_LA0,11,no difficulty w/ words,Fluency/ease,10,96,2.7291666666666665,3.625,0.8958333333333334,0.6979166666666666,1.09375,0.9056176051047327,5.5561987222767264e-11
claude-haiku-4-5,PTO_LA0,12,expressed himself,Fluency/ease,10,96,2.7083333333333335,3.6458333333333335,0.9375,0.7395833333333334,1.125,0.9761556302919335,1.2121293493122198e-11
claude-haiku-4-5,PTO_LA0,13,a 'warm' partner,Warmth/closeness,10,96,1.8541666666666667,3.2708333333333335,1.4166666666666667,1.2291666666666667,1.6145833333333333,1.4141878079580366,1.359985211771307e-15
claude-haiku-4-5,PTO_LA0,14,did not judge me,Non-judgment/equality,10,96,2.78125,3.7291666666666665,0.9479166666666666,0.7916666666666666,1.104427083333332,1.1482779147412157,3.0774402130630344e-13
claude-haiku-4-5,PTO_LA0,15,treated me as equal,Non-judgment/equality,10,96,2.3958333333333335,3.2395833333333335,0.84375,0.6768229166666667,1.0104166666666667,0.9783636226635067,2.032831367085936e-11
claude-haiku-4-5,PTO_LA0,16,made me feel cared for,Warmth/closeness,10,96,1.78125,3.1354166666666665,1.3541666666666667,1.1770833333333333,1.5520833333333333,1.4236063902308205,3.16673085200329e-16
claude-haiku-4-5,PTO_LA0,17,made me feel close,Warmth/closeness,10,96,1.7395833333333333,2.8958333333333335,1.15625,1.0,1.3125,1.4470241185231991,7.860626849442174e-16
claude-haiku-4-5,PTO_LA5,1,sense of who he was,Self-disclosure,10,96,2.1770833333333335,2.71875,0.5416666666666666,0.3645833333333333,0.7083333333333334,0.6062668750719633,3.220217954031903e-07
claude-haiku-4-5,PTO_LA5,2,revealed his thinking,Self-disclosure,10,96,1.65625,2.1875,0.53125,0.4166666666666667,0.65625,0.8641233099882794,1.9469854450745995e-10
claude-haiku-4-5,PTO_LA5,3,shared his feelings,Self-disclosure,10,96,1.4583333333333333,2.1041666666666665,0.6458333333333334,0.4791666666666667,0.8125,0.7750815918305152,1.0212847480364321e-09
claude-haiku-4-5,PTO_LA5,4,knew how I was feeling,Empathy/understanding,10,96,1.90625,2.75,0.84375,0.6666666666666666,1.0104166666666667,0.9648040081765563,1.6934571904296766e-11
claude-haiku-4-5,PTO_LA5,5,understood me,Empathy/understanding,10,96,2.0625,2.7916666666666665,0.7291666666666666,0.5309895833333333,0.9375,0.7073225816822977,1.1507294294917891e-08
claude-haiku-4-5,PTO_LA5,6,put himself in my shoes,Empathy/understanding,10,96,1.84375,2.7395833333333335,0.8958333333333334,0.71875,1.0729166666666667,1.0222369350684983,4.848108761199708e-12
claude-haiku-4-5,PTO_LA5,7,comfortable talking,Fluency/ease,10,96,2.0104166666666665,2.84375,0.8333333333333334,0.6354166666666666,1.03125,0.8149539178034404,9.996550035669501e-10
claude-haiku-4-5,PTO_LA5,8,relaxed and secure,Fluency/ease,10,96,1.875,2.6875,0.8125,0.625,1.0,0.8508706601069755,2.3200017889181605e-10
claude-haiku-4-5,PTO_LA5,9,took charge,Direction/control,10,96,1.5520833333333333,2.3020833333333335,0.75,0.5520833333333334,0.9479166666666666,0.7460835241445826,4.566263413669206e-09
claude-haiku-4-5,PTO_LA5,10,said when happy/sad,Self-disclosure,10,96,1.1770833333333333,1.96875,0.7916666666666666,0.625,0.96875,0.9368770111324827,5.197300723576967e-12
claude-haiku-4-5,PTO_LA5,11,no difficulty w/ words,Fluency/ease,10,96,2.7708333333333335,3.3541666666666665,0.5833333333333334,0.375,0.7916666666666666,0.5539820367542738,1.41636295326002e-06
claude-haiku-4-5,PTO_LA5,12,expressed himself,Fluency/ease,10,96,2.7395833333333335,3.40625,0.6666666666666666,0.46875,0.8645833333333334,0.665500144921429,3.140818518426889e-08
claude-haiku-4-5,PTO_LA5,13,a 'warm' partner,Warmth/closeness,10,96,1.8541666666666667,2.7604166666666665,0.90625,0.71875,1.09375,0.9628677363777167,1.9550004184189718e-11
claude-haiku-4-5,PTO_LA5,14,did not judge me,Non-judgment/equality,10,96,2.78125,3.4895833333333335,0.7083333333333334,0.53125,0.8854166666666666,0.7726936634684992,2.9414266405093246e-09
claude-haiku-4-5,PTO_LA5,15,treated me as equal,Non-judgment/equality,10,96,2.40625,2.8958333333333335,0.4895833333333333,0.3125,0.6666666666666666,0.5269981466211802,4.8427926085063604e-06
claude-haiku-4-5,PTO_LA5,16,made me feel cared for,Warmth/closeness,10,96,1.7395833333333333,2.75,1.0104166666666667,0.8434895833333333,1.1875,1.1527413224531893,5.001832717225109e-13
claude-haiku-4-5,PTO_LA5,17,made me feel close,Warmth/closeness,10,96,1.71875,2.65625,0.9375,0.7708333333333334,1.1041666666666667,1.0950916687730565,1.1405191662844993e-12
claude-haiku-4-5,GRPO_LA0,1,sense of who he was,Self-disclosure,10,96,2.15625,2.5,0.34375,0.21875,0.4791666666666667,0.5191160109823376,6.135676666878036e-06
claude-haiku-4-5,GRPO_LA0,2,revealed his thinking,Self-disclosure,10,96,1.6354166666666667,1.8020833333333333,0.16666666666666666,0.041666666666666664,0.3020833333333333,0.2526738728509645,0.01586133273977302
claude-haiku-4-5,GRPO_LA0,3,shared his feelings,Self-disclosure,10,96,1.4583333333333333,3.5208333333333335,2.0625,1.875,2.25,2.198303718249178,5.983377645724893e-17
claude-haiku-4-5,GRPO_LA0,4,knew how I was feeling,Empathy/understanding,10,96,1.90625,2.28125,0.375,0.22916666666666666,0.5208333333333334,0.514336542749901,6.930444687627551e-06
claude-haiku-4-5,GRPO_LA0,5,understood me,Empathy/understanding,10,96,2.0833333333333335,2.2916666666666665,0.20833333333333334,0.020833333333333332,0.3958333333333333,0.221774800851921,0.02385814807283837
claude-haiku-4-5,GRPO_LA0,6,put himself in my shoes,Empathy/understanding,10,96,1.8854166666666667,2.3020833333333335,0.4166666666666667,0.28125,0.5625,0.5782029865831667,9.025562060750973e-07
claude-haiku-4-5,GRPO_LA0,7,comfortable talking,Fluency/ease,10,96,2.1145833333333335,2.3333333333333335,0.21875,0.03125,0.40625,0.23487121185559004,0.015538694903873294
claude-haiku-4-5,GRPO_LA0,8,relaxed and secure,Fluency/ease,10,96,1.9583333333333333,2.2708333333333335,0.3125,0.15625,0.46875,0.3978051456453511,0.00029051654460186436
claude-haiku-4-5,GRPO_LA0,9,took charge,Direction/control,10,96,1.5208333333333333,1.6041666666666667,0.08333333333333333,-0.0625,0.22916666666666666,0.11336547799807313,0.2636728641587416
claude-haiku-4-5,GRPO_LA0,10,said when happy/sad,Self-disclosure,10,96,1.2291666666666667,3.4791666666666665,2.25,2.0520833333333335,2.4375,2.392790510799353,2.810301713938217e-17
claude-haiku-4-5,GRPO_LA0,11,no difficulty w/ words,Fluency/ease,10,96,2.8854166666666665,3.4375,0.5520833333333334,0.3645833333333333,0.75,0.5880321095210332,7.498641968618986e-07
claude-haiku-4-5,GRPO_LA0,12,expressed himself,Fluency/ease,10,96,2.9166666666666665,3.4583333333333335,0.5416666666666666,0.3541666666666667,0.7395833333333334,0.5908833897112052,6.163953182597901e-07
claude-haiku-4-5,GRPO_LA0,13,a 'warm' partner,Warmth/closeness,10,96,1.84375,2.8229166666666665,0.9791666666666666,0.8125,1.1458333333333333,1.1577027463412894,2.087435310825301e-13
claude-haiku-4-5,GRPO_LA0,14,did not judge me,Non-judgment/equality,10,96,2.8645833333333335,3.5104166666666665,0.6458333333333334,0.5,0.8125,0.8268454006395819,3.771353021919519e-10
claude-haiku-4-5,GRPO_LA0,15,treated me as equal,Non-judgment/equality,10,96,2.5104166666666665,2.8333333333333335,0.3229166666666667,0.15625,0.4895833333333333,0.39656820875192794,0.0002702731639012102
claude-haiku-4-5,GRPO_LA0,16,made me feel cared for,Warmth/closeness,10,96,1.78125,2.4479166666666665,0.6666666666666666,0.5104166666666666,0.8231770833333318,0.8435700841609934,9.446532178151633e-11
claude-haiku-4-5,GRPO_LA0,17,made me feel close,Warmth/closeness,10,96,1.7291666666666667,2.1145833333333335,0.3854166666666667,0.23958333333333334,0.5210937499999986,0.5380856220332253,3.483103586775544e-06
claude-haiku-4-5,GRPO_LA5,1,sense of who he was,Self-disclosure,5,96,2.15625,2.8020833333333335,0.6458333333333334,0.4791666666666667,0.8020833333333334,0.8129381091066508,1.2707836656278377e-09
claude-haiku-4-5,GRPO_LA5,2,revealed his thinking,Self-disclosure,5,96,1.625,2.1770833333333335,0.5520833333333334,0.4375,0.6770833333333334,0.900101937834889,5.2029642396273507e-11
claude-haiku-4-5,GRPO_LA5,3,shared his feelings,Self-disclosure,5,96,1.5416666666666667,1.84375,0.3020833333333333,0.14583333333333334,0.46875,0.3673560611313835,0.0006556572242984697
claude-haiku-4-5,GRPO_LA5,4,knew how I was feeling,Empathy/understanding,5,96,1.9895833333333333,2.75,0.7604166666666666,0.6145833333333334,0.90625,1.0328892109312253,3.528799775149645e-12
claude-haiku-4-5,GRPO_LA5,5,understood me,Empathy/understanding,5,96,2.0833333333333335,2.9895833333333335,0.90625,0.7291666666666666,1.0833333333333333,1.0398551449075228,2.609095469469269e-12
claude-haiku-4-5,GRPO_LA5,6,put himself in my shoes,Empathy/understanding,5,96,1.9166666666666667,2.71875,0.8020833333333334,0.6458333333333334,0.9583333333333334,1.05185553774562,2.8794306248617727e-12
claude-haiku-4-5,GRPO_LA5,7,comfortable talking,Fluency/ease,5,96,1.9479166666666667,3.0416666666666665,1.09375,0.9166666666666666,1.28125,1.1761414743100596,3.972219117647898e-13
claude-haiku-4-5,GRPO_LA5,8,relaxed and secure,Fluency/ease,5,96,1.8541666666666667,2.7916666666666665,0.9375,0.7705729166666667,1.1041666666666667,1.0950916687730565,1.4708142892375629e-12
claude-haiku-4-5,GRPO_LA5,9,took charge,Direction/control,5,96,1.5,2.3645833333333335,0.8645833333333334,0.7083333333333334,1.010677083333332,1.094870273115601,3.9148937614670747e-13
claude-haiku-4-5,GRPO_LA5,10,said when happy/sad,Self-disclosure,5,96,1.3020833333333333,1.6875,0.3854166666666667,0.25,0.5416666666666666,0.5172779266065789,6.271979826988169e-06
claude-haiku-4-5,GRPO_LA5,11,no difficulty w/ words,Fluency/ease,5,96,2.6770833333333335,3.6770833333333335,1.0,0.8125,1.2083333333333333,1.0390117682420419,8.352833158648101e-13
claude-haiku-4-5,GRPO_LA5,12,expressed himself,Fluency/ease,5,96,2.6666666666666665,3.6666666666666665,1.0,0.8020833333333334,1.2085937499999986,1.0161735558713254,1.7256447994391926e-12
claude-haiku-4-5,GRPO_LA5,13,a 'warm' partner,Warmth/closeness,5,96,1.8125,2.75,0.9375,0.7604166666666666,1.1041666666666667,1.111167268554154,5.877287298608712e-13
claude-haiku-4-5,GRPO_LA5,14,did not judge me,Non-judgment/equality,5,96,2.84375,3.6041666666666665,0.7604166666666666,0.6041666666666666,0.9166666666666666,0.9609326861279165,3.07983094399039e-12
claude-haiku-4-5,GRPO_LA5,15,treated me as equal,Non-judgment/equality,5,96,2.4270833333333335,3.0520833333333335,0.625,0.4583333333333333,0.78125,0.7964598487044344,1.6429924017008892e-09
claude-haiku-4-5,GRPO_LA5,16,made me feel cared for,Warmth/closeness,5,96,1.7395833333333333,2.71875,0.9791666666666666,0.8125,1.1354166666666667,1.2325190686455672,8.236861599954192e-14
claude-haiku-4-5,GRPO_LA5,17,made me feel close,Warmth/closeness,5,96,1.7083333333333333,2.7083333333333335,1.0,0.8333333333333334,1.1666666666666667,1.2183492931011204,9.092603960795469e-14
